soil,hzn,trat,method,rep,dp_mm,log10_dp,max_likeli,p2_5,p97_5
BJS,HZN1,SINREM,CLASSIC,A,0.293039,-0.533074,0.0297507,0.0283127,0.0312041
BJS,HZN1,SINREM,CLASSIC,A,0.29919,-0.524053,0.030511,0.0290388,0.0319988
BJS,HZN1,SINREM,CLASSIC,A,0.30547,-0.515031,0.0312795,0.0297729,0.0328021
BJS,HZN1,SINREM,CLASSIC,A,0.311882,-0.50601,0.0320562,0.0305149,0.0336137
BJS,HZN1,SINREM,CLASSIC,A,0.318428,-0.496989,0.032841,0.0312648,0.0344337
BJS,HZN1,SINREM,CLASSIC,A,0.325112,-0.487967,0.0336339,0.0320225,0.035262
BJS,HZN1,SINREM,CLASSIC,A,0.331936,-0.478946,0.0344348,0.032788,0.0360986
BJS,HZN1,SINREM,CLASSIC,A,0.338903,-0.469924,0.0352437,0.0335612,0.0369433
BJS,HZN1,SINREM,CLASSIC,A,0.346017,-0.460903,0.0360605,0.0343421,0.0377962
BJS,HZN1,SINREM,CLASSIC,A,0.35328,-0.451881,0.0368851,0.0351306,0.0386572
BJS,HZN1,SINREM,CLASSIC,A,0.360695,-0.44286,0.0377176,0.0359267,0.0395262
BJS,HZN1,SINREM,CLASSIC,A,0.368266,-0.433839,0.0385577,0.0367303,0.0404031
BJS,HZN1,SINREM,CLASSIC,A,0.375996,-0.424817,0.0394056,0.0375415,0.0412879
BJS,HZN1,SINREM,CLASSIC,A,0.383888,-0.415796,0.0402612,0.03836,0.0421806
BJS,HZN1,SINREM,CLASSIC,A,0.391945,-0.406774,0.0411243,0.039186,0.0430811
BJS,HZN1,SINREM,CLASSIC,A,0.40017200000000003,-0.397753,0.041995,0.0400193,0.0439893
BJS,HZN1,SINREM,CLASSIC,A,0.408572,-0.388732,0.0428731,0.04086,0.0449052
BJS,HZN1,SINREM,CLASSIC,A,0.417148,-0.37971,0.0437587,0.0417079,0.0458286
BJS,HZN1,SINREM,CLASSIC,A,0.425904,-0.370689,0.0446517,0.042563,0.0467597
BJS,HZN1,SINREM,CLASSIC,A,0.434843,-0.361667,0.045552,0.0434252,0.0476982
BJS,HZN1,SINREM,CLASSIC,A,0.443971,-0.352646,0.0464596,0.0442946,0.0486442
BJS,HZN1,SINREM,CLASSIC,A,0.453289,-0.343624,0.0473744,0.045171,0.0495975
BJS,HZN1,SINREM,CLASSIC,A,0.462804,-0.334603,0.0482964,0.0460545,0.0505582
BJS,HZN1,SINREM,CLASSIC,A,0.472518,-0.325582,0.0492256,0.0469449,0.0515261
BJS,HZN1,SINREM,CLASSIC,A,0.482436,-0.31656,0.0501618,0.0478423,0.0525013
BJS,HZN1,SINREM,CLASSIC,A,0.492562,-0.307539,0.051105,0.0487466,0.0534835
BJS,HZN1,SINREM,CLASSIC,A,0.502901,-0.298517,0.0520551,0.0496576,0.0544729
BJS,HZN1,SINREM,CLASSIC,A,0.513457,-0.289496,0.0530122,0.0505755,0.0554693
BJS,HZN1,SINREM,CLASSIC,A,0.524234,-0.280474,0.0539762,0.0515001,0.0564727
BJS,HZN1,SINREM,CLASSIC,A,0.535238,-0.271453,0.0549469,0.0524314,0.057483
BJS,HZN1,SINREM,CLASSIC,A,0.546473,-0.262432,0.0559244,0.0533693,0.0585002
BJS,HZN1,SINREM,CLASSIC,A,0.557943,-0.25341,0.0569086,0.0543138,0.0595241
BJS,HZN1,SINREM,CLASSIC,A,0.569654,-0.244389,0.0578995,0.0552649,0.0605548
BJS,HZN1,SINREM,CLASSIC,A,0.581611,-0.235367,0.058897,0.0562225,0.0615922
BJS,HZN1,SINREM,CLASSIC,A,0.593819,-0.226346,0.059901,0.0571865,0.0626362
BJS,HZN1,SINREM,CLASSIC,A,0.606283,-0.217324,0.0609115,0.0581569,0.0636868
BJS,HZN1,SINREM,CLASSIC,A,0.619009,-0.208303,0.0619284,0.0591337,0.0647439
BJS,HZN1,SINREM,CLASSIC,A,0.632002,-0.199282,0.0629517,0.0601168,0.0658075
BJS,HZN1,SINREM,CLASSIC,A,0.645267,-0.19026,0.0639814,0.0611062,0.0668774
BJS,HZN1,SINREM,CLASSIC,A,0.658812,-0.181239,0.0650173,0.0621018,0.0679537
BJS,HZN1,SINREM,CLASSIC,A,0.67264,-0.172217,0.0660595,0.0631035,0.0690362
BJS,HZN1,SINREM,CLASSIC,A,0.686758,-0.163196,0.0671078,0.0641114,0.070125
BJS,HZN1,SINREM,CLASSIC,A,0.701173,-0.154175,0.0681623,0.0651254,0.07122
BJS,HZN1,SINREM,CLASSIC,A,0.715891,-0.145153,0.0692228,0.0661453,0.072321
BJS,HZN1,SINREM,CLASSIC,A,0.730917,-0.136132,0.0702894,0.0671713,0.0734281
BJS,HZN1,SINREM,CLASSIC,A,0.746259,-0.12711,0.071362,0.0682032,0.0745412
BJS,HZN1,SINREM,CLASSIC,A,0.761923,-0.118089,0.0724404,0.069241,0.0756602
BJS,HZN1,SINREM,CLASSIC,A,0.777916,-0.109067,0.0735247,0.0702846,0.0767851
BJS,HZN1,SINREM,CLASSIC,A,0.794244,-0.100046,0.0746148,0.0713341,0.0779158
BJS,HZN1,SINREM,CLASSIC,A,0.810915,-0.0910246,0.0757107,0.0723892,0.0790523
BJS,HZN1,SINREM,CLASSIC,A,0.827936,-0.0820032,0.0768123,0.0734501,0.0801944
BJS,HZN1,SINREM,CLASSIC,A,0.845314,-0.0729818,0.0779195,0.0745166,0.0813422
BJS,HZN1,SINREM,CLASSIC,A,0.863057,-0.0639603,0.0790324,0.0755887,0.0824956
BJS,HZN1,SINREM,CLASSIC,A,0.881173,-0.0549389,0.0801508,0.0766664,0.0836545
BJS,HZN1,SINREM,CLASSIC,A,0.899668,-0.0459175,0.0812747,0.0777496,0.0848189
BJS,HZN1,SINREM,CLASSIC,A,0.918552,-0.0368961,0.082404,0.0788383,0.0859887
BJS,HZN1,SINREM,CLASSIC,A,0.937833,-0.0278746,0.0835387,0.0799323,0.0871639
BJS,HZN1,SINREM,CLASSIC,A,0.957518,-0.0188532,0.0846788,0.0810318,0.0883443
BJS,HZN1,SINREM,CLASSIC,A,0.977616,-0.0098318,0.0858241,0.0821365,0.08953
BJS,HZN1,SINREM,CLASSIC,A,0.998136,-8.1038e-4,0.0869747,0.0832466,0.0907208
BJS,HZN1,SINREM,CLASSIC,A,1.01909,0.00821104,0.0881304,0.0843618,0.0919168
BJS,HZN1,SINREM,CLASSIC,A,1.04048,0.0172325,0.0892913,0.0854823,0.0931178
BJS,HZN1,SINREM,CLASSIC,A,1.06232,0.0262539,0.0904573,0.0866078,0.0943239
BJS,HZN1,SINREM,CLASSIC,A,1.08461,0.0352753,0.0916282,0.0877385,0.0955349
BJS,HZN1,SINREM,CLASSIC,A,1.10738,0.0442967,0.0928042,0.0888742,0.0967508
BJS,HZN1,SINREM,CLASSIC,A,1.13062,0.0533181,0.0939851,0.0900148,0.0979715
BJS,HZN1,SINREM,CLASSIC,A,1.15436,0.0623396,0.0951708,0.0911605,0.099197
BJS,HZN1,SINREM,CLASSIC,A,1.17859,0.071361,0.0963614,0.092311,0.100427
BJS,HZN1,SINREM,CLASSIC,A,1.20332,0.0803824,0.0975567,0.0934664,0.101662
BJS,HZN1,SINREM,CLASSIC,A,1.22858,0.0894038,0.0987567,0.0946265,0.102901
BJS,HZN1,SINREM,CLASSIC,A,1.25437,0.0984253,0.0999614,0.0957915,0.104145
BJS,HZN1,SINREM,CLASSIC,A,1.2807,0.107447,0.101171,0.0969611,0.105394
BJS,HZN1,SINREM,CLASSIC,A,1.30758,0.116468,0.102384,0.0981354,0.106647
BJS,HZN1,SINREM,CLASSIC,A,1.33503,0.12549,0.103603,0.0993143,0.107904
BJS,HZN1,SINREM,CLASSIC,A,1.36305,0.134511,0.104826,0.100498,0.109166
BJS,HZN1,SINREM,CLASSIC,A,1.39166,0.143532,0.106053,0.101686,0.110432
BJS,HZN1,SINREM,CLASSIC,A,1.42087,0.152554,0.107284,0.102878,0.111702
BJS,HZN1,SINREM,CLASSIC,A,1.45069,0.161575,0.10852,0.104075,0.112976
BJS,HZN1,SINREM,CLASSIC,A,1.48114,0.170597,0.10976,0.105276,0.114254
BJS,HZN1,SINREM,CLASSIC,A,1.51223,0.179618,0.111004,0.106482,0.115536
BJS,HZN1,SINREM,CLASSIC,A,1.54397,0.188639,0.112253,0.107692,0.116822
BJS,HZN1,SINREM,CLASSIC,A,1.57638,0.197661,0.113505,0.108906,0.118113
BJS,HZN1,SINREM,CLASSIC,A,1.60947,0.206682,0.114761,0.110124,0.119407
BJS,HZN1,SINREM,CLASSIC,A,1.64325,0.215704,0.116022,0.111347,0.120704
BJS,HZN1,SINREM,CLASSIC,A,1.67774,0.224725,0.117286,0.112573,0.122006
BJS,HZN1,SINREM,CLASSIC,A,1.71296,0.233747,0.118554,0.113804,0.123311
BJS,HZN1,SINREM,CLASSIC,A,1.74891,0.242768,0.119827,0.115038,0.12462
BJS,HZN1,SINREM,CLASSIC,A,1.78562,0.251789,0.121102,0.116277,0.125932
BJS,HZN1,SINREM,CLASSIC,A,1.8231,0.260811,0.122382,0.117519,0.127248
BJS,HZN1,SINREM,CLASSIC,A,1.86137,0.269832,0.123665,0.118766,0.128567
BJS,HZN1,SINREM,CLASSIC,A,1.90044,0.278854,0.124952,0.120016,0.12989
BJS,HZN1,SINREM,CLASSIC,A,1.94033,0.287875,0.126242,0.12127,0.131216
BJS,HZN1,SINREM,CLASSIC,A,1.98105,0.296897,0.127536,0.122527,0.132545
BJS,HZN1,SINREM,CLASSIC,A,2.02264,0.305918,0.128845,0.1238,0.133889
BJS,HZN1,SINREM,CLASSIC,A,2.06509,0.314939,0.130226,0.125149,0.135302
BJS,HZN1,SINREM,CLASSIC,A,2.10844,0.323961,0.131687,0.12658,0.136792
BJS,HZN1,SINREM,CLASSIC,A,2.15269,0.332982,0.133225,0.128091,0.138356
BJS,HZN1,SINREM,CLASSIC,A,2.19788,0.342004,0.134838,0.12968,0.139993
BJS,HZN1,SINREM,CLASSIC,A,2.24401,0.351025,0.136524,0.131345,0.1417
BJS,HZN1,SINREM,CLASSIC,A,2.29111,0.360046,0.138281,0.133083,0.143476
BJS,HZN1,SINREM,CLASSIC,A,2.3392,0.369068,0.140107,0.134893,0.145318
BJS,HZN1,SINREM,CLASSIC,A,2.3883,0.378089,0.142001,0.136772,0.147224
BJS,HZN1,SINREM,CLASSIC,A,2.43843,0.387111,0.143959,0.138718,0.149194
BJS,HZN1,SINREM,CLASSIC,A,2.48961,0.396132,0.14598,0.14073,0.151224
BJS,HZN1,SINREM,CLASSIC,A,2.54187,0.405154,0.148061,0.142804,0.153313
BJS,HZN1,SINREM,CLASSIC,A,2.59522,0.414175,0.150202,0.14494,0.15545900000000001
BJS,HZN1,SINREM,CLASSIC,A,2.6497,0.423196,0.1524,0.147134,0.157659
BJS,HZN1,SINREM,CLASSIC,A,2.70532,0.432218,0.154652,0.149384,0.159913
BJS,HZN1,SINREM,CLASSIC,A,2.7621000000000002,0.441239,0.156957,0.151689,0.162218
BJS,HZN1,SINREM,CLASSIC,A,2.82008,0.450261,0.159313,0.154047,0.164572
BJS,HZN1,SINREM,CLASSIC,A,2.87927,0.459282,0.161717,0.156455,0.166974
BJS,HZN1,SINREM,CLASSIC,A,2.9397,0.468304,0.164169,0.158911,0.16942
BJS,HZN1,SINREM,CLASSIC,A,3.00141,0.477325,0.166664,0.161412,0.17191
BJS,HZN1,SINREM,CLASSIC,A,3.06441,0.486346,0.169203,0.163958,0.174442
BJS,HZN1,SINREM,CLASSIC,A,3.12873,0.495368,0.171782,0.166545,0.177013
BJS,HZN1,SINREM,CLASSIC,A,3.1944,0.504389,0.1744,0.169172,0.179621
BJS,HZN1,SINREM,CLASSIC,A,3.26145,0.513411,0.177054,0.171836,0.182265
BJS,HZN1,SINREM,CLASSIC,A,3.32991,0.522432,0.17974300000000001,0.174536,0.184943
BJS,HZN1,SINREM,CLASSIC,A,3.3998,0.531453,0.182464,0.177269,0.187653
BJS,HZN1,SINREM,CLASSIC,A,3.47116,0.540475,0.185215,0.180033,0.190392
BJS,HZN1,SINREM,CLASSIC,A,3.54402,0.549496,0.187995,0.182826,0.19316
BJS,HZN1,SINREM,CLASSIC,A,3.61841,0.558518,0.190802,0.185646,0.195953
BJS,HZN1,SINREM,CLASSIC,A,3.69436,0.567539,0.193632,0.18849,0.198771
BJS,HZN1,SINREM,CLASSIC,A,3.7719,0.576561,0.196486,0.191357,0.20161
BJS,HZN1,SINREM,CLASSIC,A,3.85108,0.585582,0.199359,0.194244,0.20447
BJS,HZN1,SINREM,CLASSIC,A,3.93191,0.594603,0.202251,0.19715,0.207348
BJS,HZN1,SINREM,CLASSIC,A,4.01444,0.603625,0.205158,0.200072,0.210242
BJS,HZN1,SINREM,CLASSIC,A,4.0987,0.612646,0.208081,0.203008,0.213151
BJS,HZN1,SINREM,CLASSIC,A,4.18473,0.621668,0.211015,0.205955,0.216072
BJS,HZN1,SINREM,CLASSIC,A,4.27257,0.630689,0.213959,0.208913,0.219003
BJS,HZN1,SINREM,CLASSIC,A,4.36225,0.639711,0.216912,0.211878,0.221943
BJS,HZN1,SINREM,CLASSIC,A,4.45381,0.648732,0.21987,0.214849,0.22489
BJS,HZN1,SINREM,CLASSIC,A,4.5473,0.657753,0.222833,0.217823,0.227842
BJS,HZN1,SINREM,CLASSIC,A,4.64274,0.666775,0.225798,0.220798,0.230796
BJS,HZN1,SINREM,CLASSIC,A,4.7402,0.675796,0.228763,0.223773,0.233751
BJS,HZN1,SINREM,CLASSIC,A,4.83969,0.684818,0.231725,0.226745,0.236705
BJS,HZN1,SINREM,CLASSIC,A,4.94128,0.693839,0.234684,0.229711,0.239656
BJS,HZN1,SINREM,CLASSIC,A,5.04499,0.702861,0.237637,0.23267,0.242602
BJS,HZN1,SINREM,CLASSIC,A,5.15089,0.711882,0.240581,0.23562,0.245542
BJS,HZN1,SINREM,CLASSIC,A,5.259,0.720903,0.243515,0.238559,0.248472
BJS,HZN1,SINREM,CLASSIC,A,5.36939,0.729925,0.246438,0.241483,0.251392
BJS,HZN1,SINREM,CLASSIC,A,5.48209,0.738946,0.249346,0.244392,0.254299
BJS,HZN1,SINREM,CLASSIC,A,5.59716,0.747968,0.252237,0.247284,0.257191
BJS,HZN1,SINREM,CLASSIC,A,5.71464,0.756989,0.255111,0.250155,0.260067
BJS,HZN1,SINREM,CLASSIC,A,5.83459,0.76601,0.257964,0.253004,0.262924
BJS,HZN1,SINREM,CLASSIC,A,5.95706,0.775032,0.260795,0.255829,0.265761
BJS,HZN1,SINREM,CLASSIC,A,6.0821,0.784053,0.263601,0.258627,0.268576
BJS,HZN1,SINREM,CLASSIC,A,6.20976,0.793075,0.266381,0.261397,0.271366
BJS,HZN1,SINREM,CLASSIC,A,6.3401,0.802096,0.269135,0.264138,0.274132
BJS,HZN1,SINREM,CLASSIC,A,6.47318,0.811118,0.271888,0.266876,0.2769
BJS,HZN1,SINREM,CLASSIC,A,6.60905,0.820139,0.27465,0.269621,0.279678
BJS,HZN1,SINREM,CLASSIC,A,6.74777,0.82916,0.277421,0.272373,0.282469
BJS,HZN1,SINREM,CLASSIC,A,6.88941,0.838182,0.280203,0.275134,0.285271
BJS,HZN1,SINREM,CLASSIC,A,7.03401,0.847203,0.282995,0.277904,0.288086
BJS,HZN1,SINREM,CLASSIC,A,7.18166,0.856225,0.285798,0.280683,0.290913
BJS,HZN1,SINREM,CLASSIC,A,7.3324,0.865246,0.288614,0.283473,0.293754
BJS,HZN1,SINREM,CLASSIC,A,7.4863,0.874268,0.291442,0.286275,0.29661
BJS,HZN1,SINREM,CLASSIC,A,7.64344,0.883289,0.294284,0.289088,0.299479
BJS,HZN1,SINREM,CLASSIC,A,7.80388,0.89231,0.297139,0.291914,0.302363
BJS,HZN1,SINREM,CLASSIC,A,7.96768,0.901332,0.300008,0.294754,0.305263
BJS,HZN1,SINREM,CLASSIC,A,8.13492,0.910353,0.302893,0.297607,0.308178
BJS,HZN1,SINREM,CLASSIC,A,8.30567,0.919375,0.305793,0.300476,0.311109
BJS,HZN1,SINREM,CLASSIC,A,8.48,0.928396,0.308709,0.303361,0.314057
BJS,HZN1,SINREM,CLASSIC,A,8.658,0.937417,0.311642,0.306262,0.317023
BJS,HZN1,SINREM,CLASSIC,A,8.83973,0.946439,0.314593,0.30918,0.320005
BJS,HZN1,SINREM,CLASSIC,A,9.02527,0.95546,0.317561,0.312116,0.323006
BJS,HZN1,SINREM,CLASSIC,A,9.21471,0.964482,0.320548,0.31507,0.326026
BJS,HZN1,SINREM,CLASSIC,A,9.40813,0.973503,0.323554,0.318045,0.329064
BJS,HZN1,SINREM,CLASSIC,A,9.6056,0.982525,0.32658,0.321039,0.332122
BJS,HZN1,SINREM,CLASSIC,A,9.80722,0.991546,0.329627,0.324054,0.3352
BJS,HZN1,SINREM,CLASSIC,A,10.0131,1.00057,0.332694,0.327091,0.338298
BJS,HZN1,SINREM,CLASSIC,A,10.2232,1.00959,0.335783,0.33015,0.341417
BJS,HZN1,SINREM,CLASSIC,A,10.4378,1.01861,0.338895,0.333232,0.344557
BJS,HZN1,SINREM,CLASSIC,A,10.6569,1.02763,0.342029,0.336338,0.347719
BJS,HZN1,SINREM,CLASSIC,A,10.8806,1.03665,0.345186,0.339469,0.350903
BJS,HZN1,SINREM,CLASSIC,A,11.109,1.04567,0.348368,0.342625,0.35411
BJS,HZN1,SINREM,CLASSIC,A,11.3422,1.0547,0.351574,0.345807,0.35734
BJS,HZN1,SINREM,CLASSIC,A,11.5802,1.06372,0.354802,0.349013,0.360591
BJS,HZN1,SINREM,CLASSIC,A,11.8233,1.07274,0.358051,0.35224,0.363863
BJS,HZN1,SINREM,CLASSIC,A,12.0715,1.08176,0.361321,0.355488,0.367154
BJS,HZN1,SINREM,CLASSIC,A,12.3248,1.09078,0.364613,0.35876,0.370467
BJS,HZN1,SINREM,CLASSIC,A,12.5835,1.0998000000000001,0.367927,0.362053,0.3738
BJS,HZN1,SINREM,CLASSIC,A,12.8477,1.10882,0.371263,0.36537,0.377156
BJS,HZN1,SINREM,CLASSIC,A,13.1173,1.11785,0.374622,0.36871,0.380533
BJS,HZN1,SINREM,CLASSIC,A,13.3927,1.12687,0.378004,0.372074,0.383933
BJS,HZN1,SINREM,CLASSIC,A,13.6738,1.13589,0.381409,0.375461,0.387357
BJS,HZN1,SINREM,CLASSIC,A,13.9608,1.14491,0.384838,0.378873,0.390803
BJS,HZN1,SINREM,CLASSIC,A,14.2538,1.15393,0.388292,0.38231,0.394273
BJS,HZN1,SINREM,CLASSIC,A,14.553,1.16295,0.391769,0.385771,0.397768
BJS,HZN1,SINREM,CLASSIC,A,14.8585,1.17197,0.395272,0.389257,0.401287
BJS,HZN1,SINREM,CLASSIC,A,15.1704,1.181,0.3988,0.39277,0.404831
BJS,HZN1,SINREM,CLASSIC,A,15.4888,1.19002,0.402354,0.396308,0.408401
BJS,HZN1,SINREM,CLASSIC,A,15.8139,1.19904,0.405934,0.399872,0.411996
BJS,HZN1,SINREM,CLASSIC,A,16.1458,1.20806,0.40954,0.403463,0.415618
BJS,HZN1,SINREM,CLASSIC,A,16.4847,1.21708,0.413173,0.40708,0.419267
BJS,HZN1,SINREM,CLASSIC,A,16.8307,1.2261,0.416834,0.410725,0.422942
BJS,HZN1,SINREM,CLASSIC,A,17.184,1.23512,0.420521,0.414397,0.426645
BJS,HZN1,SINREM,CLASSIC,A,17.5447,1.24415,0.424237,0.418097,0.430376
BJS,HZN1,SINREM,CLASSIC,A,17.913,1.25317,0.427981,0.421826,0.434136
BJS,HZN1,SINREM,CLASSIC,A,18.2889,1.26219,0.431753,0.425583,0.437924
BJS,HZN1,SINREM,CLASSIC,A,18.6728,1.27121,0.435555,0.429368,0.441742
BJS,HZN1,SINREM,CLASSIC,A,19.0648,1.28023,0.439386,0.433183,0.445589
BJS,HZN1,SINREM,CLASSIC,A,19.4649,1.28925,0.443246,0.437027,0.449466
BJS,HZN1,SINREM,CLASSIC,A,19.8735,1.29827,0.447137,0.440901,0.453373
BJS,HZN1,SINREM,CLASSIC,A,20.2906,1.3073,0.451066,0.444812,0.45732
BJS,HZN1,SINREM,CLASSIC,A,20.7165,1.31632,0.455054,0.448779,0.461331
BJS,HZN1,SINREM,CLASSIC,A,21.1514,1.32534,0.4591,0.452801,0.465403
BJS,HZN1,SINREM,CLASSIC,A,21.5953,1.33436,0.463201,0.456875,0.469533
BJS,HZN1,SINREM,CLASSIC,A,22.0486,1.34338,0.467353,0.460998,0.473717
BJS,HZN1,SINREM,CLASSIC,A,22.5114,1.3524,0.471552,0.465167,0.477951
BJS,HZN1,SINREM,CLASSIC,A,22.9839,1.36142,0.475797,0.46938,0.482232
BJS,HZN1,SINREM,CLASSIC,A,23.4664,1.37045,0.480084,0.473633,0.486556
BJS,HZN1,SINREM,CLASSIC,A,23.9589,1.37947,0.484409,0.477925,0.490919
BJS,HZN1,SINREM,CLASSIC,A,24.4618,1.38849,0.48877,0.482251,0.495318
BJS,HZN1,SINREM,CLASSIC,A,24.9753,1.39751,0.493162,0.48661,0.499749
BJS,HZN1,SINREM,CLASSIC,A,25.4995,1.40653,0.497584,0.490999,0.504209
BJS,HZN1,SINREM,CLASSIC,A,26.0347,1.41555,0.502032,0.495414,0.508693
BJS,HZN1,SINREM,CLASSIC,A,26.5812,1.42457,0.506502,0.499854,0.513198
BJS,HZN1,SINREM,CLASSIC,A,27.1391,1.4336,0.510991,0.504314,0.51772
BJS,HZN1,SINREM,CLASSIC,A,27.7088,1.44262,0.515497,0.508793,0.522255
BJS,HZN1,SINREM,CLASSIC,A,28.2904,1.45164,0.520016,0.513288,0.526801
BJS,HZN1,SINREM,CLASSIC,A,28.8842,1.46066,0.524545,0.517795,0.531353
BJS,HZN1,SINREM,CLASSIC,A,29.4904,1.46968,0.52908,0.522312,0.535907
BJS,HZN1,SINREM,CLASSIC,A,30.1094,1.4787,0.533619,0.526836,0.54046
BJS,HZN1,SINREM,CLASSIC,A,30.7414,1.48772,0.538158,0.531365,0.545008
BJS,HZN1,SINREM,CLASSIC,A,31.3867,1.49675,0.542694,0.535896,0.549547
BJS,HZN1,SINREM,CLASSIC,A,32.0455,1.50577,0.547225,0.540425,0.554075
BJS,HZN1,SINREM,CLASSIC,A,32.7181,1.51479,0.551745,0.54495,0.558586
BJS,HZN1,SINREM,CLASSIC,A,33.4049,1.52381,0.556254,0.549469,0.563078
BJS,HZN1,SINREM,CLASSIC,A,34.106,1.53283,0.560747,0.553977,0.567546
BJS,HZN1,SINREM,CLASSIC,A,34.8219,1.54185,0.565221,0.558474,0.571988
BJS,HZN1,SINREM,CLASSIC,A,35.5528,1.55087,0.569673,0.562955,0.576398
BJS,HZN1,SINREM,CLASSIC,A,36.2991,1.5599,0.574128,0.567447,0.580802
BJS,HZN1,SINREM,CLASSIC,A,37.061,1.56892,0.578839,0.572205,0.585446
BJS,HZN1,SINREM,CLASSIC,A,37.8389,1.57794,0.583835,0.577258,0.590358
BJS,HZN1,SINREM,CLASSIC,A,38.6331,1.58696,0.58908,0.582569,0.595504
BJS,HZN1,SINREM,CLASSIC,A,39.444,1.59598,0.594536,0.588099,0.600848
BJS,HZN1,SINREM,CLASSIC,A,40.272,1.605,0.600166,0.59381,0.606353
BJS,HZN1,SINREM,CLASSIC,A,41.1173,1.61402,0.605932,0.599665,0.611984
BJS,HZN1,SINREM,CLASSIC,A,41.9803,1.62305,0.611798,0.605625,0.617706
BJS,HZN1,SINREM,CLASSIC,A,42.8615,1.63207,0.617726,0.611653,0.623483
BJS,HZN1,SINREM,CLASSIC,A,43.7611,1.64109,0.623678,0.61771,0.629278
BJS,HZN1,SINREM,CLASSIC,A,44.6797,1.65011,0.629618,0.623758,0.635057
BJS,HZN1,SINREM,CLASSIC,A,45.6175,1.65913,0.635508,0.62976,0.640783
BJS,HZN1,SINREM,CLASSIC,A,46.575,1.66815,0.641312,0.635677,0.646421
BJS,HZN1,SINREM,CLASSIC,A,47.5526,1.67717,0.646991,0.641471,0.651935
BJS,HZN1,SINREM,CLASSIC,A,48.5507,1.6862,0.652508,0.647105,0.657289
BJS,HZN1,SINREM,CLASSIC,A,49.5698,1.69522,0.657827,0.65254,0.662447
BJS,HZN1,SINREM,CLASSIC,A,50.6102,1.70424,0.662909,0.657738,0.667374
BJS,HZN1,SINREM,CLASSIC,A,51.6725,1.71326,0.667718,0.66266099999999994,0.672035
BJS,HZN1,SINREM,CLASSIC,A,52.7571,1.72228,0.672217,0.667272,0.676393
BJS,HZN1,SINREM,CLASSIC,A,53.8645,1.7313,0.676368,0.671532,0.680412
BJS,HZN1,SINREM,CLASSIC,A,54.9951,1.74032,0.680133,0.675403,0.684057
BJS,HZN1,SINREM,CLASSIC,A,56.1494,1.74935,0.683477,0.678847,0.687292
BJS,HZN1,SINREM,CLASSIC,A,57.328,1.75837,0.68636,0.681826,0.690082
BJS,HZN1,SINREM,CLASSIC,A,58.5313,1.76739,0.688747,0.684303,0.69239
BJS,HZN1,SINREM,CLASSIC,A,59.7599,1.77641,0.690599,0.686239,0.694181
BJS,HZN1,SINREM,CLASSIC,A,61.0142,1.78543,0.69188,0.687595,0.695419
BJS,HZN1,SINREM,CLASSIC,A,62.2949,1.79445,0.692553,0.688335,0.696069
BJS,HZN1,SINREM,CLASSIC,A,63.6025,1.80347,0.69265,0.688491,0.696163
BJS,HZN1,SINREM,CLASSIC,A,64.9375,1.8125,0.69265,0.688543,0.696163
BJS,HZN1,SINREM,CLASSIC,A,66.3005,1.82152,0.69265,0.688588,0.696163
BJS,HZN1,SINREM,CLASSIC,A,67.6921,1.83054,0.69265,0.688628,0.696163
BJS,HZN1,SINREM,CLASSIC,A,69.113,1.83956,0.69265,0.688662,0.696163
BJS,HZN1,SINREM,CLASSIC,A,70.5637,1.84858,0.69265,0.688692,0.696163
BJS,HZN1,SINREM,CLASSIC,A,72.0448,1.8576,0.69265,0.688718,0.696163
BJS,HZN1,SINREM,CLASSIC,A,73.557,1.86662,0.69265,0.688741,0.696163
BJS,HZN1,SINREM,CLASSIC,A,75.1009,1.87565,0.69265,0.688761,0.696163
BJS,HZN1,SINREM,CLASSIC,A,76.6773,1.88467,0.692651,0.68878,0.696163
BJS,HZN1,SINREM,CLASSIC,A,78.2867,1.89369,0.692651,0.688797,0.696163
BJS,HZN1,SINREM,CLASSIC,A,79.93,1.90271,0.692651,0.688814,0.696163
BJS,HZN1,SINREM,CLASSIC,A,81.6077,1.91173,0.692651,0.688831,0.696163
BJS,HZN1,SINREM,CLASSIC,A,83.3206,1.92075,0.692651,0.688849,0.696163
BJS,HZN1,SINREM,CLASSIC,A,85.0695,1.92977,0.692651,0.688868,0.696163
BJS,HZN1,SINREM,CLASSIC,A,86.8551,1.9388,0.692651,0.68889,0.696163
BJS,HZN1,SINREM,CLASSIC,A,88.6782,1.94782,0.692651,0.688914,0.696163
BJS,HZN1,SINREM,CLASSIC,A,90.5395,1.95684,0.692651,0.688941,0.696163
BJS,HZN1,SINREM,CLASSIC,A,92.4399,1.96586,0.692651,0.688973,0.696163
BJS,HZN1,SINREM,CLASSIC,A,94.3802,1.97488,0.692651,0.689009,0.696163
BJS,HZN1,SINREM,CLASSIC,A,96.3612,1.9839,0.692651,0.689051,0.696163
BJS,HZN1,SINREM,CLASSIC,A,98.3838,1.99292,0.692651,0.689098,0.696163
BJS,HZN1,SINREM,CLASSIC,A,100.449,2.00195,0.692659,0.68916,0.69617
BJS,HZN1,SINREM,CLASSIC,A,102.557,2.01097,0.692883,0.689435,0.696395
BJS,HZN1,SINREM,CLASSIC,A,104.71,2.01999,0.69341,0.690005,0.696923
BJS,HZN1,SINREM,CLASSIC,A,106.908,2.02901,0.694225,0.690857,0.697741
