soil,hzn,trat,method,rep,dp_mm,log10_dp,max_likeli,p2_5,p97_5
BJS,HZN1,SINREM,CLASSIC,B,0.28536,-0.544607,0.0501713,0.0245307,0.0818736
BJS,HZN1,SINREM,CLASSIC,B,0.292426,-0.533984,0.0509178,0.0249448,0.0829315
BJS,HZN1,SINREM,CLASSIC,B,0.299667,-0.52336,0.0516699,0.0253631,0.083994
BJS,HZN1,SINREM,CLASSIC,B,0.307088,-0.512737,0.0524277,0.0257857,0.0850611
BJS,HZN1,SINREM,CLASSIC,B,0.314692,-0.502114,0.0531912,0.0262124,0.0861327
BJS,HZN1,SINREM,CLASSIC,B,0.322485,-0.49149,0.0539603,0.0266435,0.0872087
BJS,HZN1,SINREM,CLASSIC,B,0.330471,-0.480867,0.0547352,0.0270788,0.0882892
BJS,HZN1,SINREM,CLASSIC,B,0.338654,-0.470244,0.0555157,0.0275184,0.089374
BJS,HZN1,SINREM,CLASSIC,B,0.34704,-0.459621,0.056302,0.0279623,0.0904632
BJS,HZN1,SINREM,CLASSIC,B,0.355634,-0.448997,0.0570939,0.0284105,0.0915567
BJS,HZN1,SINREM,CLASSIC,B,0.36444,-0.438374,0.0578916,0.0288631,0.0926544
BJS,HZN1,SINREM,CLASSIC,B,0.373465,-0.427751,0.0586949,0.0293201,0.0937563
BJS,HZN1,SINREM,CLASSIC,B,0.382713,-0.417127,0.059504,0.0297814,0.0948624
BJS,HZN1,SINREM,CLASSIC,B,0.39219,-0.406504,0.0603188,0.0302471,0.0959726
BJS,HZN1,SINREM,CLASSIC,B,0.401901,-0.395881,0.0611393,0.0307172,0.0970869
BJS,HZN1,SINREM,CLASSIC,B,0.411853,-0.385257,0.0619655,0.0311918,0.0982051
BJS,HZN1,SINREM,CLASSIC,B,0.422052,-0.374634,0.0627975,0.0316708,0.0993274
BJS,HZN1,SINREM,CLASSIC,B,0.432503,-0.364011,0.0636352,0.0321542,0.100454
BJS,HZN1,SINREM,CLASSIC,B,0.443213,-0.353387,0.0644786,0.0326422,0.101584
BJS,HZN1,SINREM,CLASSIC,B,0.454188,-0.342764,0.0653277,0.0331346,0.102718
BJS,HZN1,SINREM,CLASSIC,B,0.465435,-0.332141,0.0661826,0.0336316,0.103855
BJS,HZN1,SINREM,CLASSIC,B,0.476961,-0.321518,0.0670433,0.0341331,0.104997
BJS,HZN1,SINREM,CLASSIC,B,0.488771,-0.310894,0.0679097,0.0346391,0.106142
BJS,HZN1,SINREM,CLASSIC,B,0.500875,-0.300271,0.0687818,0.0351497,0.107291
BJS,HZN1,SINREM,CLASSIC,B,0.513278,-0.289648,0.0696597,0.0356649,0.108443
BJS,HZN1,SINREM,CLASSIC,B,0.525988,-0.279024,0.0705433,0.0361847,0.109599
BJS,HZN1,SINREM,CLASSIC,B,0.539013,-0.268401,0.0714328,0.0367091,0.110759
BJS,HZN1,SINREM,CLASSIC,B,0.55236,-0.257778,0.0723279,0.0372382,0.111922
BJS,HZN1,SINREM,CLASSIC,B,0.566038,-0.247154,0.0732289,0.0377719,0.113088
BJS,HZN1,SINREM,CLASSIC,B,0.580055,-0.236531,0.0741356,0.0383102,0.114258
BJS,HZN1,SINREM,CLASSIC,B,0.594418,-0.225908,0.0750481,0.0388533,0.115432
BJS,HZN1,SINREM,CLASSIC,B,0.609138,-0.215285,0.0759664,0.039401,0.116608
BJS,HZN1,SINREM,CLASSIC,B,0.624222,-0.204661,0.0768904,0.0399535,0.117788
BJS,HZN1,SINREM,CLASSIC,B,0.639679,-0.194038,0.0778203,0.0405108,0.118971
BJS,HZN1,SINREM,CLASSIC,B,0.655519,-0.183415,0.0787559,0.0410727,0.120157
BJS,HZN1,SINREM,CLASSIC,B,0.671752,-0.172791,0.0796973,0.0416395,0.121347
BJS,HZN1,SINREM,CLASSIC,B,0.688386,-0.162168,0.0806446,0.042211,0.122539
BJS,HZN1,SINREM,CLASSIC,B,0.705432,-0.151545,0.0815976,0.0427874,0.123735
BJS,HZN1,SINREM,CLASSIC,B,0.722901,-0.140921,0.0825564,0.0433686,0.124933
BJS,HZN1,SINREM,CLASSIC,B,0.740802,-0.130298,0.0835211,0.0439546,0.126134
BJS,HZN1,SINREM,CLASSIC,B,0.759146,-0.119675,0.0844915,0.0445455,0.127339
BJS,HZN1,SINREM,CLASSIC,B,0.777944,-0.109051,0.0854678,0.0451412,0.128546
BJS,HZN1,SINREM,CLASSIC,B,0.797208,-0.0984281,0.0864499,0.0457419,0.129756
BJS,HZN1,SINREM,CLASSIC,B,0.816949,-0.0878048,0.0874378,0.0463474,0.130969
BJS,HZN1,SINREM,CLASSIC,B,0.837179,-0.0771815,0.0884315,0.0469579,0.132184
BJS,HZN1,SINREM,CLASSIC,B,0.85791,-0.0665582,0.0894311,0.0475734,0.133402
BJS,HZN1,SINREM,CLASSIC,B,0.879154,-0.0559349,0.0904365,0.0481938,0.134623
BJS,HZN1,SINREM,CLASSIC,B,0.900924,-0.0453116,0.0914477,0.0488192,0.135847
BJS,HZN1,SINREM,CLASSIC,B,0.923234,-0.0346883,0.0924648,0.0494495,0.137073
BJS,HZN1,SINREM,CLASSIC,B,0.946096,-0.024065,0.093487700000000007,0.0500849,0.138301
BJS,HZN1,SINREM,CLASSIC,B,0.969523,-0.0134417,0.0945164,0.0507254,0.139532
BJS,HZN1,SINREM,CLASSIC,B,0.993531,-0.00281839,0.0955511,0.0513708,0.140765
BJS,HZN1,SINREM,CLASSIC,B,1.01813,0.00780492,0.0965915,0.0520214,0.142001
BJS,HZN1,SINREM,CLASSIC,B,1.04335,0.0184282,0.0976379,0.052677,0.143239
BJS,HZN1,SINREM,CLASSIC,B,1.06918,0.0290515,0.0986901,0.0533377,0.144479
BJS,HZN1,SINREM,CLASSIC,B,1.09566,0.0396748,0.0997481,0.0540036,0.145722
BJS,HZN1,SINREM,CLASSIC,B,1.12279,0.0502981,0.100812,0.0546746,0.146967
BJS,HZN1,SINREM,CLASSIC,B,1.15059,0.0609215,0.102014,0.0555655,0.148281
BJS,HZN1,SINREM,CLASSIC,B,1.17908,0.0715448,0.10352,0.0569456,0.149748
BJS,HZN1,SINREM,CLASSIC,B,1.20828,0.0821681,0.105307,0.0587804,0.151356
BJS,HZN1,SINREM,CLASSIC,B,1.2382,0.0927914,0.107353,0.0610337,0.153092
BJS,HZN1,SINREM,CLASSIC,B,1.26886,0.10341500000000001,0.109632,0.0636694,0.154941
BJS,HZN1,SINREM,CLASSIC,B,1.30028,0.114038,0.112123,0.0666512,0.156892
BJS,HZN1,SINREM,CLASSIC,B,1.33248,0.124661,0.114801,0.069943,0.158931
BJS,HZN1,SINREM,CLASSIC,B,1.36548,0.135285,0.117643,0.0735085,0.161045
BJS,HZN1,SINREM,CLASSIC,B,1.39929,0.145908,0.120626,0.0773115,0.16322
BJS,HZN1,SINREM,CLASSIC,B,1.43394,0.156531,0.123726,0.081316,0.165445
BJS,HZN1,SINREM,CLASSIC,B,1.46945,0.167155,0.12692,0.0854856,0.167705
BJS,HZN1,SINREM,CLASSIC,B,1.50584,0.177778,0.130185,0.0897842,0.169988
BJS,HZN1,SINREM,CLASSIC,B,1.54313,0.188401,0.133496,0.0941756,0.17228
BJS,HZN1,SINREM,CLASSIC,B,1.58134,0.199024,0.136831,0.0986236,0.174569
BJS,HZN1,SINREM,CLASSIC,B,1.6205,0.209648,0.140166,0.103092,0.176841
BJS,HZN1,SINREM,CLASSIC,B,1.66062,0.220271,0.143478,0.107545,0.179084
BJS,HZN1,SINREM,CLASSIC,B,1.70174,0.230894,0.146743,0.111945,0.181283
BJS,HZN1,SINREM,CLASSIC,B,1.74388,0.241518,0.149938,0.116258,0.183427
BJS,HZN1,SINREM,CLASSIC,B,1.78707,0.252141,0.153039,0.120446,0.185501
BJS,HZN1,SINREM,CLASSIC,B,1.83132,0.262764,0.156023,0.124474,0.187494
BJS,HZN1,SINREM,CLASSIC,B,1.87667,0.273388,0.158867,0.128305,0.189391
BJS,HZN1,SINREM,CLASSIC,B,1.92314,0.284011,0.161546,0.131903,0.19118
BJS,HZN1,SINREM,CLASSIC,B,1.97076,0.294634,0.164039,0.135232,0.192847
BJS,HZN1,SINREM,CLASSIC,B,2.01956,0.305258,0.166331,0.138275,0.194384
BJS,HZN1,SINREM,CLASSIC,B,2.06957,0.315881,0.168507,0.141192,0.195822
BJS,HZN1,SINREM,CLASSIC,B,2.12082,0.326504,0.170599,0.144034,0.197179
BJS,HZN1,SINREM,CLASSIC,B,2.17334,0.337127,0.172614,0.146805,0.198462
BJS,HZN1,SINREM,CLASSIC,B,2.22716,0.347751,0.174562,0.149513,0.199681
BJS,HZN1,SINREM,CLASSIC,B,2.28231,0.358374,0.17645,0.152165,0.200844
BJS,HZN1,SINREM,CLASSIC,B,2.33882,0.368997,0.178288,0.154767,0.20196
BJS,HZN1,SINREM,CLASSIC,B,2.39674,0.379621,0.180083,0.157327,0.203038
BJS,HZN1,SINREM,CLASSIC,B,2.45609,0.390244,0.181845,0.15985,0.204086
BJS,HZN1,SINREM,CLASSIC,B,2.51691,0.400867,0.183582,0.162345,0.205113
BJS,HZN1,SINREM,CLASSIC,B,2.57923,0.411491,0.185303,0.164817,0.206129
BJS,HZN1,SINREM,CLASSIC,B,2.6431,0.422114,0.187015,0.167273,0.207141
BJS,HZN1,SINREM,CLASSIC,B,2.70855,0.432737,0.188728,0.169721,0.208158
BJS,HZN1,SINREM,CLASSIC,B,2.77562,0.44336,0.19045,0.172166,0.20918900000000001
BJS,HZN1,SINREM,CLASSIC,B,2.84435,0.453984,0.192189,0.174616,0.210243
BJS,HZN1,SINREM,CLASSIC,B,2.91479,0.464607,0.193955,0.177077,0.211329
BJS,HZN1,SINREM,CLASSIC,B,2.98697,0.47523,0.195756,0.179557,0.212455
BJS,HZN1,SINREM,CLASSIC,B,3.06093,0.485854,0.197599,0.182061,0.213629
BJS,HZN1,SINREM,CLASSIC,B,3.13673,0.496477,0.199495,0.184597,0.214862
BJS,HZN1,SINREM,CLASSIC,B,3.2144,0.5071,0.201451,0.187172,0.21616
BJS,HZN1,SINREM,CLASSIC,B,3.294,0.517724,0.203476,0.189792,0.217534
BJS,HZN1,SINREM,CLASSIC,B,3.37557,0.528347,0.205578,0.192464,0.218991
BJS,HZN1,SINREM,CLASSIC,B,3.45916,0.53897,0.207766,0.195195,0.220541
BJS,HZN1,SINREM,CLASSIC,B,3.54481,0.549594,0.210049,0.197991,0.222192
BJS,HZN1,SINREM,CLASSIC,B,3.63259,0.560217,0.212435,0.200857,0.223961
BJS,HZN1,SINREM,CLASSIC,B,3.72255,0.57084,0.214937,0.20377,0.225929
BJS,HZN1,SINREM,CLASSIC,B,3.81473,0.581463,0.217551,0.206721,0.228105
BJS,HZN1,SINREM,CLASSIC,B,3.90919,0.592087,0.220269,0.209709,0.230475
BJS,HZN1,SINREM,CLASSIC,B,4.00599,0.60271,0.223086,0.212732,0.233027
BJS,HZN1,SINREM,CLASSIC,B,4.10519,0.613333,0.225994,0.215788,0.235745
BJS,HZN1,SINREM,CLASSIC,B,4.20685,0.623957,0.228986,0.218876,0.238616
BJS,HZN1,SINREM,CLASSIC,B,4.31102,0.63458,0.232055,0.221994,0.241626
BJS,HZN1,SINREM,CLASSIC,B,4.41777,0.645203,0.235195,0.225142,0.244761
BJS,HZN1,SINREM,CLASSIC,B,4.52717,0.655827,0.238398,0.228316,0.248008
BJS,HZN1,SINREM,CLASSIC,B,4.63927,0.66645,0.241658,0.231516,0.251351
BJS,HZN1,SINREM,CLASSIC,B,4.75415,0.677073,0.244968,0.234741,0.254778
BJS,HZN1,SINREM,CLASSIC,B,4.87188,0.687697,0.24832,0.237988,0.258275
BJS,HZN1,SINREM,CLASSIC,B,4.99252,0.69832,0.251708,0.241256,0.261827
BJS,HZN1,SINREM,CLASSIC,B,5.11615,0.708943,0.255126,0.244543,0.265421
BJS,HZN1,SINREM,CLASSIC,B,5.24284,0.719566,0.258565,0.247848,0.269043
BJS,HZN1,SINREM,CLASSIC,B,5.37266,0.73019,0.26202,0.25117,0.272679
BJS,HZN1,SINREM,CLASSIC,B,5.50571,0.740813,0.265483,0.254506,0.276315
BJS,HZN1,SINREM,CLASSIC,B,5.64204,0.751436,0.268948,0.257856,0.279937
BJS,HZN1,SINREM,CLASSIC,B,5.78175,0.76206,0.272407,0.261217,0.283531
BJS,HZN1,SINREM,CLASSIC,B,5.92493,0.772683,0.275853,0.264588,0.287083
BJS,HZN1,SINREM,CLASSIC,B,6.07164,0.783306,0.279281,0.267968,0.29058
BJS,HZN1,SINREM,CLASSIC,B,6.22199,0.79393,0.282682,0.271354,0.294008
BJS,HZN1,SINREM,CLASSIC,B,6.37607,0.804553,0.286053,0.274745,0.297362
BJS,HZN1,SINREM,CLASSIC,B,6.53396,0.815176,0.289413,0.278132,0.300694
BJS,HZN1,SINREM,CLASSIC,B,6.69575,0.8258,0.292767,0.281516,0.304019
BJS,HZN1,SINREM,CLASSIC,B,6.86156,0.836423,0.29612,0.284901,0.30734
BJS,HZN1,SINREM,CLASSIC,B,7.03147,0.847046,0.299475,0.288289,0.310661
BJS,HZN1,SINREM,CLASSIC,B,7.20559,0.857669,0.302835,0.291685,0.313986
BJS,HZN1,SINREM,CLASSIC,B,7.38402,0.868293,0.306204,0.295091,0.317318
BJS,HZN1,SINREM,CLASSIC,B,7.56687,0.878916,0.309585,0.29851,0.320661
BJS,HZN1,SINREM,CLASSIC,B,7.75424,0.889539,0.312982,0.301945,0.32402
BJS,HZN1,SINREM,CLASSIC,B,7.94626,0.900163,0.316399,0.305401,0.327397
BJS,HZN1,SINREM,CLASSIC,B,8.14303,0.910786,0.319838,0.308879,0.330798
BJS,HZN1,SINREM,CLASSIC,B,8.34467,0.921409,0.323303,0.312384,0.334224
BJS,HZN1,SINREM,CLASSIC,B,8.55131,0.932033,0.326799,0.315918,0.337682
BJS,HZN1,SINREM,CLASSIC,B,8.76306,0.942656,0.330328,0.319484,0.341173
BJS,HZN1,SINREM,CLASSIC,B,8.98006,0.953279,0.333893,0.323086,0.344702
BJS,HZN1,SINREM,CLASSIC,B,9.20243,0.963903,0.337499,0.326727,0.348274
BJS,HZN1,SINREM,CLASSIC,B,9.43031,0.974526,0.341149,0.330409,0.351891
BJS,HZN1,SINREM,CLASSIC,B,9.66383,0.985149,0.344846,0.334137,0.355557
BJS,HZN1,SINREM,CLASSIC,B,9.90313,0.995772,0.348594,0.337914,0.359277
BJS,HZN1,SINREM,CLASSIC,B,10.1484,1.0064,0.352397,0.341742,0.363053
BJS,HZN1,SINREM,CLASSIC,B,10.3997,1.01702,0.356257,0.345625,0.366891
BJS,HZN1,SINREM,CLASSIC,B,10.6572,1.02764,0.360179,0.349565,0.370793
BJS,HZN1,SINREM,CLASSIC,B,10.9211,1.03827,0.364165,0.353567,0.374764
BJS,HZN1,SINREM,CLASSIC,B,11.1915,1.04889,0.36822,0.357633,0.378807
BJS,HZN1,SINREM,CLASSIC,B,11.4686,1.05951,0.372362,0.361781,0.382943
BJS,HZN1,SINREM,CLASSIC,B,11.7526,1.07014,0.37665,0.366066,0.387233
BJS,HZN1,SINREM,CLASSIC,B,12.0437,1.08076,0.381077,0.370482,0.391672
BJS,HZN1,SINREM,CLASSIC,B,12.3419,1.09138,0.385632,0.375018,0.396245
BJS,HZN1,SINREM,CLASSIC,B,12.6475,1.10201,0.390302,0.379662,0.400941
BJS,HZN1,SINREM,CLASSIC,B,12.9607,1.11263,0.395074,0.384401,0.405745
BJS,HZN1,SINREM,CLASSIC,B,13.2817,1.12325,0.399935,0.389225,0.410644
BJS,HZN1,SINREM,CLASSIC,B,13.6105,1.13388,0.404874,0.394122,0.415625
BJS,HZN1,SINREM,CLASSIC,B,13.9476,1.1445,0.409877,0.39908,0.420674
BJS,HZN1,SINREM,CLASSIC,B,14.293,1.15512,0.414933,0.404086,0.425778
BJS,HZN1,SINREM,CLASSIC,B,14.6469,1.16575,0.420028,0.40913,0.430925
BJS,HZN1,SINREM,CLASSIC,B,15.0096,1.17637,0.42515,0.4142,0.436099
BJS,HZN1,SINREM,CLASSIC,B,15.3813,1.18699,0.430286,0.419283,0.441289
BJS,HZN1,SINREM,CLASSIC,B,15.7621,1.19762,0.435425,0.424368,0.44648
BJS,HZN1,SINREM,CLASSIC,B,16.1525,1.20824,0.440552,0.429444,0.45166
BJS,HZN1,SINREM,CLASSIC,B,16.5524,1.21886,0.445657,0.434498,0.456816
BJS,HZN1,SINREM,CLASSIC,B,16.9623,1.22949,0.450726,0.43952,0.461932
BJS,HZN1,SINREM,CLASSIC,B,17.3823,1.24011,0.455747,0.444496,0.466998
BJS,HZN1,SINREM,CLASSIC,B,17.8128,1.25073,0.460706,0.449415,0.471998
BJS,HZN1,SINREM,CLASSIC,B,18.2539,1.26136,0.465593,0.454266,0.47692
BJS,HZN1,SINREM,CLASSIC,B,18.7059,1.2719800000000001,0.470394,0.459037,0.481751
BJS,HZN1,SINREM,CLASSIC,B,19.1691,1.2826,0.475096,0.463716,0.486476
BJS,HZN1,SINREM,CLASSIC,B,19.6438,1.29323,0.479687,0.468291,0.491084
BJS,HZN1,SINREM,CLASSIC,B,20.1302,1.30385,0.484154,0.472749,0.495559
BJS,HZN1,SINREM,CLASSIC,B,20.6287,1.31447,0.488472,0.477062,0.499882
BJS,HZN1,SINREM,CLASSIC,B,21.1395,1.32509,0.492648,0.481234,0.504062
BJS,HZN1,SINREM,CLASSIC,B,21.663,1.33572,0.496699,0.485283,0.508115
BJS,HZN1,SINREM,CLASSIC,B,22.1994,1.34634,0.500641,0.489224,0.512057
BJS,HZN1,SINREM,CLASSIC,B,22.7491,1.35696,0.504491,0.493075,0.515907
BJS,HZN1,SINREM,CLASSIC,B,23.3125,1.36759,0.508266,0.496853,0.519679
BJS,HZN1,SINREM,CLASSIC,B,23.8897,1.37821,0.511983,0.500574,0.523392
BJS,HZN1,SINREM,CLASSIC,B,24.4813,1.38883,0.515659,0.504255,0.527062
BJS,HZN1,SINREM,CLASSIC,B,25.0875,1.39946,0.519309,0.507913,0.530705
BJS,HZN1,SINREM,CLASSIC,B,25.7088,1.41008,0.522952,0.511565,0.534338
BJS,HZN1,SINREM,CLASSIC,B,26.3454,1.4207,0.526603,0.515228,0.537978
BJS,HZN1,SINREM,CLASSIC,B,26.9978,1.43133,0.53028,0.518918,0.541642
BJS,HZN1,SINREM,CLASSIC,B,27.6663,1.44195,0.533999,0.522652,0.545346
BJS,HZN1,SINREM,CLASSIC,B,28.3514,1.45257,0.537777,0.526447,0.549107
BJS,HZN1,SINREM,CLASSIC,B,29.0535,1.4632,0.541631,0.53032,0.552942
BJS,HZN1,SINREM,CLASSIC,B,29.7729,1.47382,0.545577,0.534288,0.556867
BJS,HZN1,SINREM,CLASSIC,B,30.5102,1.48444,0.549633,0.538367,0.5609
BJS,HZN1,SINREM,CLASSIC,B,31.2657,1.49507,0.553815,0.542574,0.565056
BJS,HZN1,SINREM,CLASSIC,B,32.0399,1.50569,0.55814,0.546927,0.569353
BJS,HZN1,SINREM,CLASSIC,B,32.8333,1.51631,0.562624,0.551441,0.573808
BJS,HZN1,SINREM,CLASSIC,B,33.6463,1.52694,0.567285,0.556134,0.578437
BJS,HZN1,SINREM,CLASSIC,B,34.4795,1.53756,0.572139,0.561022,0.583256
BJS,HZN1,SINREM,CLASSIC,B,35.3333,1.54818,0.577203,0.566123,0.588283
BJS,HZN1,SINREM,CLASSIC,B,36.2083,1.55881,0.582507,0.571466,0.593548
BJS,HZN1,SINREM,CLASSIC,B,37.1049,1.56943,0.588375,0.577382,0.599368
BJS,HZN1,SINREM,CLASSIC,B,38.0237,1.58005,0.594889,0.58395300000000006,0.605824
BJS,HZN1,SINREM,CLASSIC,B,38.9653,1.59068,0.601978,0.59111,0.612846
BJS,HZN1,SINREM,CLASSIC,B,39.9301,1.6013,0.609575,0.598782,0.620367
BJS,HZN1,SINREM,CLASSIC,B,40.9189,1.61192,0.61761,0.606902,0.628318
BJS,HZN1,SINREM,CLASSIC,B,41.9322,1.62255,0.626014,0.615398,0.63663
BJS,HZN1,SINREM,CLASSIC,B,42.9705,1.63317,0.634719,0.624202,0.645236
BJS,HZN1,SINREM,CLASSIC,B,44.0346,1.64379,0.643655,0.633244,0.654066
BJS,HZN1,SINREM,CLASSIC,B,45.125,1.65442,0.652753,0.642455,0.663053
BJS,HZN1,SINREM,CLASSIC,B,46.2424,1.66504,0.661946,0.651764,0.672128
BJS,HZN1,SINREM,CLASSIC,B,47.3875,1.67566,0.671162,0.661103,0.681224
BJS,HZN1,SINREM,CLASSIC,B,48.561,1.68629,0.680335,0.670402,0.69027
BJS,HZN1,SINREM,CLASSIC,B,49.7635,1.69691,0.689395,0.679592,0.6992
BJS,HZN1,SINREM,CLASSIC,B,50.9957,1.70753,0.698272,0.688602,0.707944
BJS,HZN1,SINREM,CLASSIC,B,52.2585,1.71816,0.706898,0.697364,0.716435
BJS,HZN1,SINREM,CLASSIC,B,53.5526,1.72878,0.715204,0.705807,0.724604
BJS,HZN1,SINREM,CLASSIC,B,54.8787,1.7394,0.723122,0.713863,0.732383
BJS,HZN1,SINREM,CLASSIC,B,56.2377,1.75003,0.730581,0.721462,0.739703
BJS,HZN1,SINREM,CLASSIC,B,57.6302,1.76065,0.737514,0.728534,0.746497
BJS,HZN1,SINREM,CLASSIC,B,59.0573,1.77127,0.743851,0.73501,0.752694
BJS,HZN1,SINREM,CLASSIC,B,60.5197,1.7819,0.749524,0.74082,0.758228
BJS,HZN1,SINREM,CLASSIC,B,62.0184,1.79252,0.754463,0.745895,0.76303
BJS,HZN1,SINREM,CLASSIC,B,63.5541,1.80314,0.758636,0.750203,0.767069
BJS,HZN1,SINREM,CLASSIC,B,65.1279,1.81377,0.762421,0.754123,0.770719
BJS,HZN1,SINREM,CLASSIC,B,66.7406,1.82439,0.765956,0.757793,0.774118
BJS,HZN1,SINREM,CLASSIC,B,68.3933,1.83501,0.769263,0.761236,0.777289
BJS,HZN1,SINREM,CLASSIC,B,70.0869,1.84564,0.772367,0.764475,0.780259
BJS,HZN1,SINREM,CLASSIC,B,71.8225,1.85626,0.775292,0.767535,0.783051
BJS,HZN1,SINREM,CLASSIC,B,73.601,1.86688,0.778063,0.770438,0.78569
BJS,HZN1,SINREM,CLASSIC,B,75.4235,1.87751,0.780703,0.773209,0.788202
BJS,HZN1,SINREM,CLASSIC,B,77.2912,1.88813,0.783238,0.775871,0.790612
BJS,HZN1,SINREM,CLASSIC,B,79.2052,1.89875,0.785691,0.778447,0.792943
BJS,HZN1,SINREM,CLASSIC,B,81.1665,1.90938,0.788087,0.780961,0.795222
BJS,HZN1,SINREM,CLASSIC,B,83.1764,1.92,0.790449,0.783436,0.797472
BJS,HZN1,SINREM,CLASSIC,B,85.2361,1.93062,0.792803,0.785897,0.799719
BJS,HZN1,SINREM,CLASSIC,B,87.3467,1.94125,0.795172,0.788366,0.801988
BJS,HZN1,SINREM,CLASSIC,B,89.5097,1.95187,0.79758,0.790868,0.804303
BJS,HZN1,SINREM,CLASSIC,B,91.7262,1.96249,0.800053,0.793426,0.80669
BJS,HZN1,SINREM,CLASSIC,B,93.9976,1.97312,0.802614,0.796063,0.809172
BJS,HZN1,SINREM,CLASSIC,B,96.3252,1.98374,0.805287,0.798803,0.811776
BJS,HZN1,SINREM,CLASSIC,B,98.7105,1.99436,0.808097,0.80167,0.814525
BJS,HZN1,SINREM,CLASSIC,B,101.155,2.00499,0.811057,0.804676,0.817437
BJS,HZN1,SINREM,CLASSIC,B,103.66,2.01561,0.814114,0.807762,0.820462
BJS,HZN1,SINREM,CLASSIC,B,106.227,2.02623,0.817248,0.810909,0.823582
BJS,HZN1,SINREM,CLASSIC,B,108.857,2.03686,0.820452,0.814111,0.826789
BJS,HZN1,SINREM,CLASSIC,B,111.553,2.04748,0.823719,0.817361,0.830073
BJS,HZN1,SINREM,CLASSIC,B,114.315,2.0581,0.827041,0.820654,0.833427
BJS,HZN1,SINREM,CLASSIC,B,117.146,2.06873,0.830411,0.823983,0.836841
BJS,HZN1,SINREM,CLASSIC,B,120.047,2.07935,0.833822,0.827343,0.840307
BJS,HZN1,SINREM,CLASSIC,B,123.019,2.08997,0.837265,0.830726,0.843815
BJS,HZN1,SINREM,CLASSIC,B,126.066,2.1006,0.840735,0.834128,0.847358
BJS,HZN1,SINREM,CLASSIC,B,129.187,2.11122,0.844224,0.837542,0.850927
BJS,HZN1,SINREM,CLASSIC,B,132.386,2.12184,0.847723,0.840961,0.854512
BJS,HZN1,SINREM,CLASSIC,B,135.664,2.13247,0.851226,0.84438,0.858106
BJS,HZN1,SINREM,CLASSIC,B,139.024,2.14309,0.854726,0.847793,0.861699
BJS,HZN1,SINREM,CLASSIC,B,142.467,2.15371,0.858215,0.851192,0.865282
BJS,HZN1,SINREM,CLASSIC,B,145.994,2.16434,0.861686,0.854573,0.868848
BJS,HZN1,SINREM,CLASSIC,B,149.61,2.17496,0.865132,0.857929,0.872387
BJS,HZN1,SINREM,CLASSIC,B,153.314,2.18558,0.868544,0.861254,0.875891
BJS,HZN1,SINREM,CLASSIC,B,157.111,2.19621,0.871916,0.864542,0.87935
BJS,HZN1,SINREM,CLASSIC,B,161.001,2.20683,0.875241,0.867786,0.882757
BJS,HZN1,SINREM,CLASSIC,B,164.988,2.21745,0.878511,0.870981,0.886102
BJS,HZN1,SINREM,CLASSIC,B,169.074,2.22808,0.881719,0.87412,0.889377
BJS,HZN1,SINREM,CLASSIC,B,173.26,2.2387,0.884857,0.877197,0.892572
BJS,HZN1,SINREM,CLASSIC,B,177.551,2.24932,0.887918,0.880207,0.895681
BJS,HZN1,SINREM,CLASSIC,B,181.947,2.25995,0.890895,0.883142,0.898692
BJS,HZN1,SINREM,CLASSIC,B,186.453,2.27057,0.89378,0.885997,0.901599
BJS,HZN1,SINREM,CLASSIC,B,191.07,2.28119,0.896566,0.888766,0.904392
BJS,HZN1,SINREM,CLASSIC,B,195.801,2.29182,0.899246,0.891442,0.907063
BJS,HZN1,SINREM,CLASSIC,B,200.65,2.30244,0.901813,0.894021,0.909603
BJS,HZN1,SINREM,CLASSIC,B,205.619,2.31306,0.904356,0.896578,0.912114
BJS,HZN1,SINREM,CLASSIC,B,210.71,2.32369,0.906927,0.89916,0.914655
BJS,HZN1,SINREM,CLASSIC,B,215.928,2.33431,0.909524,0.901764,0.917224
BJS,HZN1,SINREM,CLASSIC,B,221.275,2.34493,0.912142,0.904387,0.919816
BJS,HZN1,SINREM,CLASSIC,B,226.754,2.35556,0.914778,0.907025,0.922427
BJS,HZN1,SINREM,CLASSIC,B,232.369,2.36618,0.917429,0.909675,0.925055
BJS,HZN1,SINREM,CLASSIC,B,238.124,2.3768,0.920091,0.912334,0.927694
BJS,HZN1,SINREM,CLASSIC,B,244.02,2.38743,0.922761,0.914999,0.930342
BJS,HZN1,SINREM,CLASSIC,B,250.063,2.39805,0.925435,0.917667,0.932994
BJS,HZN1,SINREM,CLASSIC,B,256.255,2.40867,0.928109,0.920334,0.935647
BJS,HZN1,SINREM,CLASSIC,B,262.6,2.4193,0.93078,0.922998,0.938297
BJS,HZN1,SINREM,CLASSIC,B,269.103,2.42992,0.933445,0.925655,0.940941
BJS,HZN1,SINREM,CLASSIC,B,275.767,2.44054,0.9361,0.928302,0.943573
BJS,HZN1,SINREM,CLASSIC,B,282.596,2.45117,0.938742,0.930936,0.946192
BJS,HZN1,SINREM,CLASSIC,B,289.593,2.46179,0.941366,0.933554,0.948793
BJS,HZN1,SINREM,CLASSIC,B,296.765,2.47241,0.94397,0.936153,0.951371
BJS,HZN1,SINREM,CLASSIC,B,304.113,2.48304,0.94655,0.938729,0.953925
BJS,HZN1,SINREM,CLASSIC,B,311.644,2.49366,0.949103,0.941279,0.956449
